"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category"
"RSSDisableEnclosureDownload","CCE-37126-0","Prevent downloading of enclosures","HKLM:\SOFTWARE\Policies\Microsoft\Internet Explorer\Feeds","DisableEnclosureDownload","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"RunAllAdministratorsInAdminApprovalMode","CCE-36869-6","User Account Control: Run all administrators in Admin Approval Mode","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","EnableLUA","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/UserAccountControl_RunAllAdministratorsInAdminApprovalMode","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"SafeDllSearchMode","AZ-WIN-202215","MSS: (SafeDllSearchMode) Enable Safe DLL search mode (recommended)","HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager","SafeDllSearchMode","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"SAMRPCPasswordChangePolicy",,"Configure SAM change password RPC methods policy","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System\SAM","SamrChangeUserPasswordApiPolicy","REG_DWORD",,,,"2","1","1","Range(0, 2)","Equals(2)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"SearchAllowIndexingEncryptedStoresOrItems","CCE-38277-0","Allow indexing of encrypted files","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Windows Search","AllowIndexingEncryptedStoresOrItems","REG_DWORD",,,,"0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"SendUnencryptedPasswordToThirdPartySMBServers","CCE-37863-8","Microsoft network client: Send unencrypted password to third-party SMB servers","HKLM:\SYSTEM\CurrentControlSet\Services\LanmanWorkstation\Parameters","EnablePlainTextPassword","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/MicrosoftNetworkClient_SendUnencryptedPasswordToThirdPartySMBServers","Integer","0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"ServerSPNTargetNameValidationLevel","CCE-10617-9","Microsoft network server: Server SPN target name validation level","HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters","SmbServerNameHardeningLevel","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/MicrosoftNetworkServer_ServerSPNTargetNameValidationLevel","Integer","1","1",,"Range(0, 1)","Equals(1)","Equals(1)",,"Warning","Domain Controller, Member Server, Workgroup Member","Security Options"
"SharesThatCanBeAccessedAnonymously","CCE-38095-6","Network access: Shares that can be accessed anonymously","HKLM:\SYSTEM\CurrentControlSet\Services\LanManServer\Parameters","NullSessionShares","REG_MULTI_SZ","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_SharesThatCanBeAccessedAnonymously","MultiString","''","''","''",,"OneOf(Equals(''), Equals(null))","OneOf(Equals(''), Equals(null))","OneOf(Equals(''), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"SharingAndSecurityModelForLocalAccounts","CCE-37623-6","Network access: Sharing and security model for local accounts","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","ForceGuest","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/NetworkAccess_SharingAndSecurityModelForLocalAccounts","Integer","0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"ShellDataExecutionPrevention","CCE-37809-1","Turn off Data Execution Prevention for Explorer","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Explorer","NoDataExecutionPrevention","REG_DWORD",,,,"0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"ShutdownSystemImmediatelyIfUnableToLogSecurityAudits","CCE-35907-5","Audit: Shut down system immediately if unable to log security audits","HKLM:\SYSTEM\CurrentControlSet\Control\Lsa","CrashOnAuditFail","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/Audit_ShutdownSystemImmediatelyIfUnableToLogSecurityAudits","Integer","0","0","0","Range(0, 1)","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","OneOf(Equals(0), Equals(null))","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"SmartCardRemovalBehavior","AZ-WIN-73807","Interactive logon: Smart card removal behavior","HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon","ScRemoveOption","REG_SZ","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/InteractiveLogon_SmartCardRemovalBehavior","String","1","1","1","Range(1, 2)","Equals(1)","Equals(1)","Equals(1)","Important","Domain Controller, Member Server, Workgroup Member","Security Options"
"SmartScreenEnableSmartScreenInShell","CCE-35859-8","Configure Windows Defender SmartScreen","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","EnableSmartScreen","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"SmartScreenPreventOverrideForFilesInShell",,"Configure Windows Defender SmartScreen - Warn and Prevent bypass (Added)","HKLM:\SOFTWARE\Policies\Microsoft\Windows\System","ShellSmartScreenLevel","REG_SZ",,,,"Block","Block","Block","OneOf(Equals('Warn'), Equals('Block'))","Equals('Block')","Equals('Block')","Equals('Block')","Important","Domain Controller, Member Server, Workgroup Member","Registry"
"StrengthenDefaultPermissionsOfInternalSystemObjects","CCE-37644-2","System objects: Strengthen default permissions of internal system objects (e.g. Symbolic Links)","HKLM:\SYSTEM\CurrentControlSet\Control\Session Manager","ProtectionMode","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/SystemObjects_StrengthenDefaultPermissionsOfInternalSystemObjects","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"SwitchToTheSecureDesktopWhenPromptingForElevation","CCE-36866-2","User Account Control: Switch to the secure desktop when prompting for elevation","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","PromptOnSecureDesktop","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/UserAccountControl_SwitchToTheSecureDesktopWhenPromptingForElevation","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"SystemAllowTelemetry","AZ-WIN-00169","Allow Diagnostic Data","HKLM:\SOFTWARE\Policies\Microsoft\Windows\DataCollection","AllowTelemetry","REG_DWORD",,,,"1","1","1","Range(0, 3)","Range(0, 1)","Range(0, 1)","Range(0, 1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"SystemBootStartDriverInitialization","CCE-37912-3","Boot-Start Driver Initialization Policy","HKLM:\SYSTEM\CurrentControlSet\Policies\EarlyLaunch","DriverLoadPolicy","REG_DWORD",,,,"3","3","3","OneOf(Equals(1),Equals(3),Equals(7),Equals(8))","OneOf(Equals(8),Equals(1),Equals(3),Equals(null))","OneOf(Equals(8),Equals(1),Equals(3),Equals(null))","OneOf(Equals(8),Equals(1),Equals(3),Equals(null))","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"SystemEnableSoftwareRestrictionPolicies","AZ-WIN-00155","System settings: Use Certificate Rules on Windows Executables for Software Restriction Policies","HKLM:\SOFTWARE\Policies\Microsoft\Windows\Safer\CodeIdentifiers","AuthenticodeEnabled","REG_DWORD",,,,,"1","1","Range(0, 1)",,"Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"SystemLogonCacheSize","AZ-WIN-73651","Interactive Logon: Number of previous logons to cache (in case Domain Controller is not available) ","HKLM:\SOFTWARE\Microsoft\Windows NT\CurrentVersion\Winlogon","CachedLogonsCount","REG_SZ",,,,,"4",,"Range(0, 50)",,"Range(0, 4)",,"Informational","Member Server","Registry"
"SystemMinimizeInternetConnections","CCE-38338-0","Minimize the number of simultaneous connections to the Internet or a Windows Domain","HKLM:\SOFTWARE\Policies\Microsoft\Windows\WcmSvc\GroupPolicy","fMinimizeConnections","REG_DWORD",,,,"3","3","3","Range(0, 3)","Equals(3)","Equals(3)","Equals(3)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"SystemWindowsSearchService","AZ-WIN-00176","Disable Windows Search Service","HKLM:\SYSTEM\CurrentControlSet\Services\Wsearch","Start","REG_DWORD",,,,"4","4","4","Range(0, 4)","Equals(4)","Equals(4)","Equals(4)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"TerminalServerTS_TEMP_DELETE","CCE-37946-1","Do not delete temp folders upon exit","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","DeleteTempDirsOnExit","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Registry"
"TerminalServerTS_TEMP_PER_SESSION","CCE-38180-6","Do not use temporary folders per session","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","PerSessionTempDir","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"TerminalServerTS_USER_AUTHENTICATION_POLICY","AZ-WIN-00149","Require user authentication for remote connections by using Network Level Authentication","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Terminal Services","UserAuthentication","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"TurnOff_Windows_Error_Reporting","AZ-WIN-73543","Turn off Inventory Collector","HKLM:\SOFTWARE\Policies\Microsoft\Windows\AppCompat","DisableInventory","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Informational","Domain Controller, Member Server, Workgroup Member","Registry"
"TurnOffPrintingOverHTTP","AZ-WIN-73529","Turn off printing over HTTP","HKLM:\SOFTWARE\Policies\Microsoft\Windows NT\Printers","DisableHTTPPrinting","REG_DWORD",,,,"1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Registry"
"UseAdminApprovalMode","CCE-36494-3","User Account Control: Admin Approval Mode for the Built-in Administrator account","HKLM:\SOFTWARE\Microsoft\Windows\CurrentVersion\Policies\System","FilterAdministratorToken","REG_DWORD","./Vendor/MSFT/Policy","Config/LocalPoliciesSecurityOptions/UserAccountControl_UseAdminApprovalMode","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Security Options"
"UserRightsAccessCredentialManagerAsTrustedCaller","CCE-37056-9","Access Credential Manager as a trusted caller",,,,"./Vendor/MSFT/Policy","Config/UserRights/AccessCredentialManagerAsTrustedCaller","String","''","''","''",,"Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsAccessFromNetwork","CCE-35818-4","Access this computer from the network",,,,"./Vendor/MSFT/Policy","Config/UserRights/AccessFromNetwork","String","*S-1-5-11,*S-1-5-32-544,*S-1-5-9","*S-1-5-32-544,*S-1-5-11","*S-1-5-32-544,*S-1-5-11",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-11', '*S-1-5-9')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-11')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-11')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsActAsPartOfTheOperatingSystem","CCE-36876-1","Act as part of the operating system",,,,"./Vendor/MSFT/Policy","Config/UserRights/ActAsPartOfTheOperatingSystem","String","''","''","''",,"Equals('')","Equals('')","Equals('')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsAdjustMemoryQuotasForProcess","CCE-10849-8","Adjust memory quotas for a process",,,,"./Vendor/MSFT/Policy","Config/UserRights/AdjustMemoryQuotasForProcess","String","*S-1-5-32-544,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-19,*S-1-5-20",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19', '*S-1-5-20')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsAllowLocalLogOn","CCE-37659-0","Allow log on locally",,,,"./Vendor/MSFT/Policy","Config/UserRights/AllowLocalLogOn","String","*S-1-5-32-544, *S-1-5-9","*S-1-5-32-544","*S-1-5-32-544",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-9')","ContainsAtMost('*S-1-5-32-544')","ContainsAtMost('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsAllowLogOnThroughRemoteDesktop","CCE-37072-6","Allow log on through Remote Desktop Services",,,,"./Vendor/MSFT/Policy","Config/UserRights/AllowLogOnThroughRemoteDesktop","String","*S-1-5-32-544","*S-1-5-32-544,*S-1-5-32-555","*S-1-5-32-544,*S-1-5-32-555",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-555')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-555')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-555')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsBackupFilesAndDirectories","CCE-35912-5","Back up files and directories",,,,"./Vendor/MSFT/Policy","Config/UserRights/BackupFilesAndDirectories","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsBypassTraverseChecking","AZ-WIN-00184","Bypass traverse checking",,,,"./Vendor/MSFT/Policy","Config/UserRights/BypassTraverseChecking","String",,"*S-1-5-32-544,*S-1-5-11,*S-1-5-32-551,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-11,*S-1-5-32-551,*S-1-5-19,*S-1-5-20",,,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-11', '*S-1-5-32-551', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-11', '*S-1-5-32-551', '*S-1-5-19', '*S-1-5-20')","Critical","Member Server, Workgroup Member","Security Policy"
"UserRightsChangeSystemTime","CCE-37452-0","Change the system time",,,,"./Vendor/MSFT/Policy","Config/UserRights/ChangeSystemTime","String","*S-1-5-32-544,*S-1-5-32-549,*S-1-5-19","*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-32-549,*S-1-5-19",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-549', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-549', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-549', '*S-1-5-19')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsChangeTimeZone","CCE-37700-2","Change the time zone",,,,"./Vendor/MSFT/Policy","Config/UserRights/ChangeTimeZone","String","*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-19",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsCreateGlobalObjects","CCE-37453-8","Create global objects",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreateGlobalObjects","String","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20","*S-1-5-32-544,*S-1-5-6,*S-1-5-19,*S-1-5-20",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-6', '*S-1-5-19', '*S-1-5-20')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsCreatePageFile","CCE-35821-8","Create a pagefile",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreatePageFile","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsCreatePermanentSharedObjects","CCE-36532-0","Create permanent shared objects",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreatePermanentSharedObjects","String","''","''","''",,"Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsCreateSymbolicLinks","CCE-35823-4","Create symbolic links",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreateSymbolicLinks","String","*S-1-5-32-544,*S-1-5-83-0","*S-1-5-32-544,*S-1-5-83-0","*S-1-5-32-544,*S-1-5-83-0",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-83-0')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-83-0')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-83-0')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsCreateToken","CCE-36861-3","Create a token object",,,,"./Vendor/MSFT/Policy","Config/UserRights/CreateToken","String","''","''","''",,"Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsDebugPrograms","AZ-WIN-73755","Debug programs",,,,"./Vendor/MSFT/Policy","Config/UserRights/DebugPrograms","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsDenyAccessFromNetwork","CCE-37954-5","Deny access to this computer from the network",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyAccessFromNetwork","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546",,"ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsDenyLocalLogOn","CCE-37146-8","Deny log on locally",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyLocalLogOn","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546",,"ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsDenyLogOnAsBatchJob","CCE-36923-1","Deny log on as a batch job",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyLogOnAsBatchJob","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546",,"ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsDenyLogOnAsService","CCE-36877-9","Deny log on as a service",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyLogOnAsService","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546",,"ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsDenyRemoteDesktopServicesLogOn","CCE-36867-0","Deny log on through Remote Desktop Services",,,,"./Vendor/MSFT/Policy","Config/UserRights/DenyRemoteDesktopServicesLogOn","String","*S-1-5-32-546","*S-1-5-32-546","*S-1-5-32-546",,"ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","ContainsAtLeast('*S-1-5-32-546')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsEnableDelegation","CCE-36860-5","Enable computer and user accounts to be trusted for delegation",,,,"./Vendor/MSFT/Policy","Config/UserRights/EnableDelegation","String","*S-1-5-32-544","''","''",,"ContainsExactly('*S-1-5-32-544')","Equals('')","Equals('')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsGenerateSecurityAudits","CCE-37639-2","Generate security audits",,,,"./Vendor/MSFT/Policy","Config/UserRights/GenerateSecurityAudits","String","*S-1-5-19,*S-1-5-20,*S-1-5-82-3006700770-424185619-1745488364-794895919-4004696415","*S-1-5-19,*S-1-5-20,*S-1-5-82-3006700770-424185619-1745488364-794895919-4004696415","*S-1-5-19,*S-1-5-20,*S-1-5-82-3006700770-424185619-1745488364-794895919-4004696415",,"ContainsAtMost('*S-1-5-19', '*S-1-5-20', '*S-1-5-82-3006700770-424185619-1745488364-794895919-4004696415')","ContainsAtMost('*S-1-5-19', '*S-1-5-20', '*S-1-5-82-3006700770-424185619-1745488364-794895919-4004696415')","ContainsAtMost('*S-1-5-19', '*S-1-5-20', '*S-1-5-82-3006700770-424185619-1745488364-794895919-4004696415')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsIncreaseProcessWorkingSet","AZ-WIN-00185","Increase a process working set",,,,"./Vendor/MSFT/Policy","Config/UserRights/IncreaseProcessWorkingSet","String",,"*S-1-5-32-544,*S-1-5-19","*S-1-5-32-544,*S-1-5-19",,,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-19')","Warning","Member Server, Workgroup Member","Security Policy"
"UserRightsIncreaseSchedulingPriority","CCE-38326-6","Increase scheduling priority",,,,"./Vendor/MSFT/Policy","Config/UserRights/IncreaseSchedulingPriority","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-90-0')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-90-0')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-90-0')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsLoadUnloadDeviceDrivers","CCE-36318-4","Load and unload device drivers",,,,"./Vendor/MSFT/Policy","Config/UserRights/LoadUnloadDeviceDrivers","String","*S-1-5-32-544,*S-1-5-32-550","*S-1-5-32-544","*S-1-5-32-544",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-32-550')","ContainsAtMost('*S-1-5-32-544')","ContainsAtMost('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsLockMemory","CCE-36495-0","Lock pages in memory",,,,"./Vendor/MSFT/Policy","Config/UserRights/LockMemory","String","''","''","''",,"Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsManageAuditingAndSecurityLog","CCE-35906-7","Manage auditing and security log",,,,"./Vendor/MSFT/Policy","Config/UserRights/ManageAuditingAndSecurityLog","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsManageVolume","CCE-36143-6","Perform volume maintenance tasks",,,,"./Vendor/MSFT/Policy","Config/UserRights/ManageVolume","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsModifyFirmwareEnvironment","CCE-38113-7","Modify firmware environment values",,,,"./Vendor/MSFT/Policy","Config/UserRights/ModifyFirmwareEnvironment","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsModifyObjectLabel","CCE-36054-5","Modify an object label",,,,"./Vendor/MSFT/Policy","Config/UserRights/ModifyObjectLabel","String","''","''","''",,"Equals('')","Equals('')","Equals('')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsProfileSingleProcess","CCE-37131-0","Profile single process",,,,"./Vendor/MSFT/Policy","Config/UserRights/ProfileSingleProcess","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsProfileSystemPerformance","CCE-36052-9","Profile system performance",,,,"./Vendor/MSFT/Policy","Config/UserRights/ProfileSystemPerformance","String","*S-1-5-32-544,*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420","*S-1-5-32-544,*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420","*S-1-5-32-544,*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420",,"ContainsAtMost('*S-1-5-32-544', '*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420')","ContainsAtMost('*S-1-5-32-544', '*S-1-5-80-3139157870-2983391045-3678747466-658725712-1809340420')","Warning","Domain Controller, Member Server, Workgroup Member","Security Policy"
"UserRightsRemoteShutdown","CCE-37877-8","Force shutdown from a remote system",,,,"./Vendor/MSFT/Policy","Config/UserRights/RemoteShutdown","String","*S-1-5-32-544","*S-1-5-32-544","*S-1-5-32-544",,"ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","ContainsExactly('*S-1-5-32-544')","Critical","Domain Controller, Member Server, Workgroup Member","Security Policy"
