"Name","ExtraId","Control Name","Registry Key","Registry Value","Registry Value Type","CSP Name","CSP Path","CSP Value Type","Default Value: Domain Controller","Default Value: Member Server","Default Value: Workgroup Member","Allowed Value","Expected Value: Domain Controller","Expected Value: Member Server","Expected Value: Workgroup Member","Severity","Availability","Category","Description","CIS RuleID","CIS Control","STIG ID","NIST SP 800-53 Rev 5","Security Impact","Change Risk Level"
"AuditIPsecDriver","CCE-37853-9","Audit IPsec Driver",,,,"./Vendor/MSFT/Policy","Config/Audit/System_AuditIPsecDriver","Integer","3","3","3","Range(0, 3)","Equals(3)","Equals(3)","Equals(3)","Warning","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for IPsec Driver events to enable detection and investigation of security-relevant activities.","17.9.1","8.5 (IG2, IG3)","WN25-AU-000320","AC-6(9), AU-12","Generates Windows Security audit events for 'IPsec Driver'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditKerberosAuthenticationService","AZ-WIN-00004","Audit Kerberos Authentication Service",,,,"./Vendor/MSFT/Policy","Config/Audit/AccountLogon_AuditKerberosAuthenticationService","Integer","3",,,"Range(0, 3)","Equals(3)",,,"Warning","Domain Controller","Audit Policy","Configures auditing for Kerberos Authentication Service events to enable detection and investigation of security-relevant activities.","17.1.2","8.5 (IG2, IG3)","NA","AU-12, AU-2, CM-6, CM-7, IA-2, IA-5","Generates Windows Security audit events for 'Kerberos Authentication Service'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditKerberosServiceTicketOperations","AZ-WIN-00005","Audit Kerberos Service Ticket Operations",,,,"./Vendor/MSFT/Policy","Config/Audit/AccountLogon_AuditKerberosServiceTicketOperations","Integer","3",,,"Range(0, 3)","Equals(3)",,,"Warning","Domain Controller","Audit Policy","Configures auditing for Kerberos Service Ticket Operations events to enable detection and investigation of security-relevant activities.","17.1.3","8.5 (IG2, IG3)","NA","AU-12, AU-2, CM-6, CM-7, IA-2, IA-5","Generates Windows Security audit events for 'Kerberos Service Ticket Operations'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditLogoff","CCE-38237-4","Audit Logoff",,,,"./Vendor/MSFT/Policy","Config/Audit/AccountLogonLogoff_AuditLogoff","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Logoff events to enable detection and investigation of security-relevant activities.","17.5.3","8.5 (IG2, IG3)","NA","AU-12, AU-2","Generates Windows Security audit events for 'Logoff'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditLogon","CCE-38036-0","Audit Logon",,,,"./Vendor/MSFT/Policy","Config/Audit/AccountLogonLogoff_AuditLogon","Integer","3","3","3","Range(0, 3)","Equals(3)","Equals(3)","Equals(3)","Critical","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Logon events to enable detection and investigation of security-relevant activities.","17.5.4","8.5 (IG2, IG3)","NA","AC-7, AU-12, AU-2","Generates Windows Security audit events for 'Logon'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditMPSSVCRuleLevelPolicyChange","AZ-WIN-00111","Audit MPSSVC Rule-Level Policy Change",,,,"./Vendor/MSFT/Policy","Config/Audit/PolicyChange_AuditMPSSVCRuleLevelPolicyChange","Integer","3","3","3","Range(0, 3)","Equals(3)","Equals(3)","Equals(3)","Warning","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for MPSSVC Rule-Level Policy Change events to enable detection and investigation of security-relevant activities.","17.7.4","8.5 (IG2, IG3)","NA","AU-12, AU-2","Generates Windows Security audit events for 'MPSSVC Rule-Level Policy Change'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditOtherAccountManagementEvents","CCE-37855-4","Audit Other Account Management Events",,,,"./Vendor/MSFT/Policy","Config/Audit/AccountManagement_AuditOtherAccountManagementEvents","Integer","1",,,"Range(0, 3)","OneOf(Equals(1), Equals(3))",,,"Warning","Domain Controller","Audit Policy","Configures auditing for Other Account Management Events events to enable detection and investigation of security-relevant activities.","17.2.4","8.5 (IG2, IG3)","WN25-AU-000090","AC-6(9), AU-12","Generates Windows Security audit events for 'Other Account Management Events'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditOtherLogonLogoffEvents","CCE-36322-6","Audit Other Logon/Logoff Events",,,,"./Vendor/MSFT/Policy","Config/Audit/AccountLogonLogoff_AuditOtherLogonLogoffEvents","Integer","3","3","3","Range(0, 3)","Equals(3)","Equals(3)","Equals(3)","Warning","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Other Logon/Logoff Events events to enable detection and investigation of security-relevant activities.","17.5.5","8.5 (IG2, IG3)","NA","AC-7, AU-12, AU-2","Generates Windows Security audit events for 'Other Logon/Logoff Events'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditOtherObjectAccessEvents","AZ-WIN-00113","Audit Other Object Access Events",,,,"./Vendor/MSFT/Policy","Config/Audit/ObjectAccess_AuditOtherObjectAccessEvents","Integer","3","3","3","Range(0, 3)","Equals(3)","Equals(3)","Equals(3)","Informational","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Other Object Access Events events to enable detection and investigation of security-relevant activities.","17.6.3","8.5 (IG2, IG3)","WN25-AU-000220","AU-12","Generates Windows Security audit events for 'Other Object Access Events'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditOtherPolicyChangeEvents","AZ-WIN-00114","Audit Other Policy Change Events",,,,"./Vendor/MSFT/Policy","Config/Audit/PolicyChange_AuditOtherPolicyChangeEvents","Integer","2","2","2","Range(0, 3)","OneOf(Equals(2), Equals(3))","OneOf(Equals(2), Equals(3))","OneOf(Equals(2), Equals(3))","Warning","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Other Policy Change Events to enable detection and investigation of security-relevant activities.","17.7.5","8.5 (IG2, IG3)","WN25-AU-000090","AC-6(9), AU-12","Generates Windows Security audit events for 'Other Policy Change Events'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditOtherSystemEvents","CCE-38030-3","Audit Other System Events",,,,"./Vendor/MSFT/Policy","Config/Audit/System_AuditOtherSystemEvents","Integer","3","3","3","Range(0, 3)","Equals(3)","Equals(3)","Equals(3)","Warning","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Other System Events events to enable detection and investigation of security-relevant activities.","17.9.2","8.5 (IG2, IG3)","WN25-AU-000340","AC-6(9), AU-12","Generates Windows Security audit events for 'Other System Events'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditPnPExternalDevice","AZ-WIN-00182","Audit Plug and Play Events",,,,"./Vendor/MSFT/Policy","Config/Audit/DetailedTracking_AuditPNPActivity","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Critical","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Plug and Play Events to enable detection and investigation of security-relevant activities.","17.3.1","8.5 (IG2, IG3)","WN25-AU-000130","AU-12","Generates Windows Security audit events for 'Plug and Play Events'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditPolicyChange","CCE-38028-7","Audit Policy Change",,,,"./Vendor/MSFT/Policy","Config/Audit/PolicyChange_AuditPolicyChange","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Policy Change events to enable detection and investigation of security-relevant activities.","17.7.1","8.5 (IG2, IG3)","NA","AU-12, AU-2","Generates Windows Security audit events for 'Policy Change'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditProcessCreatedOrStarted","CCE-36059-4","Audit Process Creation",,,,"./Vendor/MSFT/Policy","Config/Audit/DetailedTracking_AuditProcessCreation","Integer","1","1","1","Range(0, 1)","Equals(1)","Equals(1)","Equals(1)","Warning","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Process Creation events to enable detection and investigation of security-relevant activities.","17.3.2","8.5 (IG2, IG3)","WN25-AU-000140","AC-6(9), AU-12","Generates Windows Security audit events for 'Process Creation'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditRemovableStorage","CCE-37617-8","Audit Removable Storage",,,,"./Vendor/MSFT/Policy","Config/Audit/ObjectAccess_AuditRemovableStorage","Integer","3","3","3","Range(0, 3)","Equals(3)","Equals(3)","Equals(3)","Critical","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Removable Storage events to enable detection and investigation of security-relevant activities.","17.6.4","8.5 (IG2, IG3)","WN25-AU-000240","AU-12","Generates Windows Security audit events for 'Removable Storage'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
"AuditSecurityGroupManagement","CCE-38034-5","Audit Security Group Management",,,,"./Vendor/MSFT/Policy","Config/Audit/AccountManagement_AuditSecurityGroupManagement","Integer","1","1","1","Range(0, 3)","OneOf(Equals(1), Equals(3))","OneOf(Equals(1), Equals(3))","OneOf(Equals(1), Equals(3))","Critical","Domain Controller, Member Server, Workgroup Member","Audit Policy","Configures auditing for Security Group Management events to enable detection and investigation of security-relevant activities.","17.2.5","8.5 (IG2, IG3)","WN25-AU-000100","AC-2(4), AU-12","Generates Windows Security audit events for 'Security Group Management'. These records support detection, threat hunting, and post-incident investigation; without them the corresponding activity leaves no native audit trail.","Low - Audit generation only; increases event-log volume, no functional change."
